Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13Q1_061_Line_Y_250m,MOD13Q1_061_Sample_X_250m,MOD13Q1_061__250m_16_days_NDVI,MOD13Q1_061__250m_16_days_VI_Quality,MOD13Q1_061__250m_16_days_VI_Quality_bitmask,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND,MOD13Q1_061__250m_16_days_VI_Quality_MODLAND_Description,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness,MOD13Q1_061__250m_16_days_VI_Quality_VI_Usefulness_Description,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity,MOD13Q1_061__250m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13Q1_061__250m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13Q1_061__250m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds,MOD13Q1_061__250m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask,MOD13Q1_061__250m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice,MOD13Q1_061__250m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow,MOD13Q1_061__250m_16_days_VI_Quality_Possible_shadow_Description
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-02-18,h26v06,4671.0,251.0,0.5853,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-03-06,h26v06,4671.0,251.0,0.5039,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-03-22,h26v06,4671.0,251.0,0.5827,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-04-07,h26v06,4671.0,251.0,0.573,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-04-23,h26v06,4671.0,251.0,0.5182,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-05-09,h26v06,4671.0,251.0,0.6089,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BapujiNagar,20.2681,85.8394,2025-05-25,h26v06,4671.0,251.0,0.5699,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-02-18,h26v06,4671.0,244.0,0.5788,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-03-06,h26v06,4671.0,244.0,0.5264,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-03-22,h26v06,4671.0,244.0,0.5936,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-04-07,h26v06,4671.0,244.0,0.5107,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-04-23,h26v06,4671.0,244.0,0.5935,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-05-09,h26v06,4671.0,244.0,0.587,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoiNagar,20.2681,85.8231,2025-05-25,h26v06,4671.0,244.0,0.587,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-02-18,h26v06,4674.0,248.0,0.4659,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-03-06,h26v06,4674.0,248.0,0.5183,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-03-22,h26v06,4674.0,248.0,0.6024,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-04-07,h26v06,4674.0,248.0,0.5012,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-04-23,h26v06,4674.0,248.0,0.5835,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-05-09,h26v06,4674.0,248.0,0.5817,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,BhoumaNagar,20.2611,85.8281,2025-05-25,h26v06,4674.0,248.0,0.5461,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-02-18,h26v06,4642.0,215.0,0.7431,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-03-06,h26v06,4642.0,215.0,0.6821,2257.0,0b0000100011010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-03-22,h26v06,4642.0,215.0,0.7512,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-04-07,h26v06,4642.0,215.0,0.637,2261.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-04-23,h26v06,4642.0,215.0,0.7581,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-05-09,h26v06,4642.0,215.0,0.805,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Chandrasekharpur,20.3278,85.7922,2025-05-25,h26v06,4642.0,215.0,0.8049,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-02-18,h26v06,4651.0,230.0,0.4455,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-03-06,h26v06,4651.0,230.0,0.4126,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-03-22,h26v06,4651.0,230.0,0.4504,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-04-07,h26v06,4651.0,230.0,0.4086,2261.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-04-23,h26v06,4651.0,230.0,0.4722,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-05-09,h26v06,4651.0,230.0,0.4488,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,GangaNagar,20.3089,85.8144,2025-05-25,h26v06,4651.0,230.0,0.4711,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-02-18,h26v06,4648.0,225.0,0.6335,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-03-06,h26v06,4648.0,225.0,0.522,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-03-22,h26v06,4648.0,225.0,0.5946,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-04-07,h26v06,4648.0,225.0,0.4694,2261.0,0b0000100011010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality,0b11,High,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-04-23,h26v06,4648.0,225.0,0.6489,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-05-09,h26v06,4648.0,225.0,0.7114,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,IRCVillage,20.3147,85.8078,2025-05-25,h26v06,4648.0,225.0,0.7206,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-02-18,h26v06,4640.0,221.0,0.3415,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-03-06,h26v06,4640.0,221.0,0.3493,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-03-22,h26v06,4640.0,221.0,0.3543,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-04-07,h26v06,4640.0,221.0,0.365,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-04-23,h26v06,4640.0,221.0,0.3793,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-05-09,h26v06,4640.0,221.0,0.3722,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,JaydevVihar,20.3319,85.8078,2025-05-25,h26v06,4640.0,221.0,0.3935,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-02-18,h26v06,4674.0,256.0,0.3668,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-03-06,h26v06,4674.0,256.0,0.3547,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-03-22,h26v06,4674.0,256.0,0.3775,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-04-07,h26v06,4674.0,256.0,0.3067,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-04-23,h26v06,4674.0,256.0,0.3784,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-05-09,h26v06,4674.0,256.0,0.3731,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,Kalinganagar,20.2611,85.8461,2025-05-25,h26v06,4674.0,256.0,0.4101,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-02-18,h26v06,4664.0,250.0,0.4114,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-03-06,h26v06,4664.0,250.0,0.4029,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-03-22,h26v06,4664.0,250.0,0.4118,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-04-07,h26v06,4664.0,250.0,0.3973,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-04-23,h26v06,4664.0,250.0,0.4374,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-05-09,h26v06,4664.0,250.0,0.4063,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KeshariNagar,20.2833,85.8461,2025-05-25,h26v06,4664.0,250.0,0.4324,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-02-18,h26v06,4669.0,248.0,0.5757,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-03-06,h26v06,4669.0,248.0,0.5006,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-03-22,h26v06,4669.0,248.0,0.5763,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-04-07,h26v06,4669.0,248.0,0.4768,2189.0,0b0000100010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-04-23,h26v06,4669.0,248.0,0.6357,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-05-09,h26v06,4669.0,248.0,0.6278,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Bhubaneswar,KharavelaNagar,20.2722,85.8336,2025-05-25,h26v06,4669.0,248.0,0.6287,2185.0,0b0000100010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
